date,contexts,questions,answers
2022-12-11,2022년 12월 11일 05시 38분에 철남에서 말했다 제육볶음을 먹었다 양파가 많았다,,
2022-12-12,2022년 12월 12일 23시 44분에 띵똥와플에서 말했다 기본 와플을 시켰다 사장님이 서비스로 초코칩을 줬다,,
2022-12-12,2022년 12월 12일 23시 44분에 띵똥와플에서 말했다 기본 와플을 시켰다 사장님이 서비스로 초코칩을 줬다,,
2022-12-12,2022년 12월 12일 23시 44분에 띵똥와플에서 말했다 기본 와플을 시켰다 사장님이 서비스로 초코칩을 줬다,,
2022-12-12,2022년 12월 12일 23시 44분에 띵똥와플에서 말했다 기본 와플을 시켰다 사장님이 서비스로 초코칩을 줬다,,
2022-12-12,2022년 12월 12일 23시 44분에 띵똥와플에서 말했다 기본 와플을 시켰다 사장님이 서비스로 초코칩을 줬다,,
2022-12-12,2022년 12월 12일 23시 44분에 띵똥와플에서 말했다 기본 와플을 시켰다 사장님이 서비스로 초코칩을 줬다,,
2022-12-13,2022년 12월 13일 14시 40분에 ITBT관에서 말했다 오늘 하늘이가 나한테 화냈다 무슨 일 때문이지,,
2022-12-13,2022년 12월 13일 14시 40분에 ITBT관에서 말했다 오늘 하늘이가 나한테 화냈다 무슨 일 때문이지,,
2022-12-13,2022년 12월 13일 14시 40분에 ITBT관에서 말했다 오늘 하늘이가 나한테 화냈다 무슨 일 때문이지,,
2022-12-13,2022년 12월 13일 14시 40분에 ITBT관에서 말했다 오늘 하늘이가 나한테 화냈다 무슨 일 때문이지,,
2022-12-13,2022년 12월 13일 14시 40분에 ITBT관에서 말했다 오늘 하늘이가 나한테 화냈다 무슨 일 때문이지,,
2022-12-13,2022년 12월 13일 14시 40분에 ITBT관에서 말했다 오늘 하늘이가 나한테 화냈다 무슨 일 때문이지,,
2022-12-13,2022년 12월 13일 12시 39분에 설빙에서 말했다 계란찜을 먹었다 별로 맛이 없었다,,
2022-12-13,2022년 12월 13일 12시 39분에 설빙에서 말했다 계란찜을 먹었다 별로 맛이 없었다,,
2022-12-13,2022년 12월 13일 12시 39분에 설빙에서 말했다 계란찜을 먹었다 별로 맛이 없었다,,
2022-12-13,2022년 12월 13일 12시 39분에 설빙에서 말했다 계란찜을 먹었다 별로 맛이 없었다,,
2022-12-13,2022년 12월 13일 12시 39분에 설빙에서 말했다 계란찜을 먹었다 별로 맛이 없었다,,
2022-12-13,2022년 12월 13일 12시 39분에 설빙에서 말했다 계란찜을 먹었다 별로 맛이 없었다,,
2022-12-14,2022년 12월 14일 05시 12분에 ITBT관에서 말했다 왕십리에서 제일 저렴한 고기집을 갔다 아빠 데러갈거다,,
2022-12-14,2022년 12월 14일 05시 12분에 ITBT관에서 말했다 왕십리에서 제일 저렴한 고기집을 갔다 아빠 데러갈거다,,
2022-12-14,2022년 12월 14일 05시 12분에 ITBT관에서 말했다 왕십리에서 제일 저렴한 고기집을 갔다 아빠 데러갈거다,,
2022-12-14,2022년 12월 14일 05시 12분에 ITBT관에서 말했다 왕십리에서 제일 저렴한 고기집을 갔다 아빠 데러갈거다,,
2022-12-14,2022년 12월 14일 05시 12분에 ITBT관에서 말했다 왕십리에서 제일 저렴한 고기집을 갔다 아빠 데러갈거다,,
2022-12-14,2022년 12월 14일 05시 12분에 ITBT관에서 말했다 왕십리에서 제일 저렴한 고기집을 갔다 아빠 데러갈거다,,
2022-12-14,2022년 12월 14일 15시 48분에 니캉내캉에서 말했다 준상이랑 야채곱창을 먹었다 맛있었다,,
2022-12-14,2022년 12월 14일 15시 48분에 니캉내캉에서 말했다 준상이랑 야채곱창을 먹었다 맛있었다,,
2022-12-14,2022년 12월 14일 15시 48분에 니캉내캉에서 말했다 준상이랑 야채곱창을 먹었다 맛있었다,,
2022-12-14,2022년 12월 14일 15시 48분에 니캉내캉에서 말했다 준상이랑 야채곱창을 먹었다 맛있었다,,
2022-12-14,2022년 12월 14일 15시 48분에 니캉내캉에서 말했다 준상이랑 야채곱창을 먹었다 맛있었다,,
2022-12-14,2022년 12월 14일 15시 48분에 니캉내캉에서 말했다 준상이랑 야채곱창을 먹었다 맛있었다,,
2022-12-15,2022년 12월 15일 06시 33분에 공차에서 말했다 한양대점 버블이 딱딱했다,,
2022-12-15,2022년 12월 15일 06시 33분에 공차에서 말했다 한양대점 버블이 딱딱했다,,
2022-12-15,2022년 12월 15일 06시 33분에 공차에서 말했다 한양대점 버블이 딱딱했다,,
2022-12-15,2022년 12월 15일 06시 33분에 공차에서 말했다 한양대점 버블이 딱딱했다,,
2022-12-15,2022년 12월 15일 17시 46분에 엘루이피자에서 말했다 피자를 먹었다 이전보다 가격이 올라서 슬펐다,,
2022-12-15,2022년 12월 15일 17시 46분에 엘루이피자에서 말했다 피자를 먹었다 이전보다 가격이 올라서 슬펐다,,
2022-12-15,2022년 12월 15일 17시 46분에 엘루이피자에서 말했다 피자를 먹었다 이전보다 가격이 올라서 슬펐다,,
2022-12-15,2022년 12월 15일 17시 46분에 엘루이피자에서 말했다 피자를 먹었다 이전보다 가격이 올라서 슬펐다,,
2022-12-15,2022년 12월 15일 17시 46분에 엘루이피자에서 말했다 피자를 먹었다 이전보다 가격이 올라서 슬펐다,,
2022-12-15,2022년 12월 15일 17시 46분에 엘루이피자에서 말했다 피자를 먹었다 이전보다 가격이 올라서 슬펐다,,
2022-12-15,2022년 12월 15일 19시 48분에 한양대학교에서 말했다 동기모임을 했다 오랜만에 친구를 만나서 좋았다,,
2022-12-15,2022년 12월 15일 19시 48분에 한양대학교에서 말했다 동기모임을 했다 오랜만에 친구를 만나서 좋았다,,
2022-12-15,2022년 12월 15일 19시 48분에 한양대학교에서 말했다 동기모임을 했다 오랜만에 친구를 만나서 좋았다,,
2022-12-15,2022년 12월 15일 19시 48분에 한양대학교에서 말했다 동기모임을 했다 오랜만에 친구를 만나서 좋았다,,
2022-12-15,2022년 12월 15일 19시 48분에 한양대학교에서 말했다 동기모임을 했다 오랜만에 친구를 만나서 좋았다,,
2022-12-15,2022년 12월 15일 19시 48분에 한양대학교에서 말했다 동기모임을 했다 오랜만에 친구를 만나서 좋았다,,
2022-12-15,2022년 12월 15일 21시 33분에 끄트머리집에서 말했다 모르는 사람이랑 밥 먹었다 재미있었다,,
2022-12-15,2022년 12월 15일 21시 33분에 끄트머리집에서 말했다 모르는 사람이랑 밥 먹었다 재미있었다,,
2022-12-15,2022년 12월 15일 21시 33분에 끄트머리집에서 말했다 모르는 사람이랑 밥 먹었다 재미있었다,,
2022-12-15,2022년 12월 15일 21시 33분에 끄트머리집에서 말했다 모르는 사람이랑 밥 먹었다 재미있었다,,
2022-12-15,2022년 12월 15일 21시 33분에 끄트머리집에서 말했다 모르는 사람이랑 밥 먹었다 재미있었다,,
2022-12-15,2022년 12월 15일 21시 33분에 끄트머리집에서 말했다 모르는 사람이랑 밥 먹었다 재미있었다,,
2022-12-15,2022년 12월 15일 21시 33분에 끄트머리집에서 말했다 모르는 사람이랑 밥 먹었다 재미있었다,,
2022-12-16,2022년 12월 16일 22시 08분에 죠스떡볶이에서 말했다 가게 사장님이 대통령 표창장을 받았다 고기는 맛이 없었다,,
2022-12-16,2022년 12월 16일 22시 08분에 죠스떡볶이에서 말했다 가게 사장님이 대통령 표창장을 받았다 고기는 맛이 없었다,,
2022-12-16,2022년 12월 16일 22시 08분에 죠스떡볶이에서 말했다 가게 사장님이 대통령 표창장을 받았다 고기는 맛이 없었다,,
2022-12-16,2022년 12월 16일 22시 08분에 죠스떡볶이에서 말했다 가게 사장님이 대통령 표창장을 받았다 고기는 맛이 없었다,,
2022-12-16,2022년 12월 16일 22시 08분에 죠스떡볶이에서 말했다 가게 사장님이 대통령 표창장을 받았다 고기는 맛이 없었다,,
2022-12-16,2022년 12월 16일 22시 08분에 죠스떡볶이에서 말했다 가게 사장님이 대통령 표창장을 받았다 고기는 맛이 없었다,,
2022-12-16,2022년 12월 16일 05시 09분에 맘스터치에서 말했다 싸이버거를 먹었다 치킨이 맛있었다,,
2022-12-16,2022년 12월 16일 05시 09분에 맘스터치에서 말했다 싸이버거를 먹었다 치킨이 맛있었다,,
2022-12-16,2022년 12월 16일 05시 09분에 맘스터치에서 말했다 싸이버거를 먹었다 치킨이 맛있었다,,
2022-12-16,2022년 12월 16일 05시 09분에 맘스터치에서 말했다 싸이버거를 먹었다 치킨이 맛있었다,,
2022-12-16,2022년 12월 16일 05시 09분에 맘스터치에서 말했다 싸이버거를 먹었다 치킨이 맛있었다,,
2022-12-16,2022년 12월 16일 05시 09분에 맘스터치에서 말했다 싸이버거를 먹었다 치킨이 맛있었다,,
2022-12-16,2022년 12월 16일 13시 47분에 스시도쿠에서 말했다 제육볶음 먹었다 고기가 딱딱했다,,
2022-12-16,2022년 12월 16일 13시 47분에 스시도쿠에서 말했다 제육볶음 먹었다 고기가 딱딱했다,,
2022-12-16,2022년 12월 16일 13시 47분에 스시도쿠에서 말했다 제육볶음 먹었다 고기가 딱딱했다,,
2022-12-16,2022년 12월 16일 13시 47분에 스시도쿠에서 말했다 제육볶음 먹었다 고기가 딱딱했다,,
2022-12-16,2022년 12월 16일 13시 47분에 스시도쿠에서 말했다 제육볶음 먹었다 고기가 딱딱했다,,
2022-12-16,2022년 12월 16일 13시 47분에 스시도쿠에서 말했다 제육볶음 먹었다 고기가 딱딱했다,,
2022-12-17,2022년 12월 17일 16시 23분에 이돈집에서 말했다 시간 웨이팅하고 마라탕을 먹었다 사장님이 친절하셨다,,
2022-12-17,2022년 12월 17일 16시 23분에 이돈집에서 말했다 시간 웨이팅하고 마라탕을 먹었다 사장님이 친절하셨다,,
2022-12-17,2022년 12월 17일 16시 23분에 이돈집에서 말했다 시간 웨이팅하고 마라탕을 먹었다 사장님이 친절하셨다,,
2022-12-17,2022년 12월 17일 16시 23분에 이돈집에서 말했다 시간 웨이팅하고 마라탕을 먹었다 사장님이 친절하셨다,,
2022-12-17,2022년 12월 17일 16시 23분에 이돈집에서 말했다 시간 웨이팅하고 마라탕을 먹었다 사장님이 친절하셨다,,
2022-12-17,2022년 12월 17일 16시 23분에 이돈집에서 말했다 시간 웨이팅하고 마라탕을 먹었다 사장님이 친절하셨다,,
2022-12-17,2022년 12월 17일 03시 35분에 죠스떡볶이에서 말했다 크림 파스타를 먹었다 사장님이 친절하셨다,,
2022-12-17,2022년 12월 17일 03시 35분에 죠스떡볶이에서 말했다 크림 파스타를 먹었다 사장님이 친절하셨다,,
2022-12-17,2022년 12월 17일 03시 35분에 죠스떡볶이에서 말했다 크림 파스타를 먹었다 사장님이 친절하셨다,,
2022-12-17,2022년 12월 17일 03시 35분에 죠스떡볶이에서 말했다 크림 파스타를 먹었다 사장님이 친절하셨다,,
2022-12-17,2022년 12월 17일 03시 35분에 죠스떡볶이에서 말했다 크림 파스타를 먹었다 사장님이 친절하셨다,,
2022-12-17,2022년 12월 17일 03시 35분에 죠스떡볶이에서 말했다 크림 파스타를 먹었다 사장님이 친절하셨다,,
2022-12-17,2022년 12월 17일 17시 49분에 낙원스낵에서 말했다 동기들이랑 회랑 소주를 먹었다 술이 비쌌다,,
2022-12-17,2022년 12월 17일 17시 49분에 낙원스낵에서 말했다 동기들이랑 회랑 소주를 먹었다 술이 비쌌다,,
2022-12-17,2022년 12월 17일 17시 49분에 낙원스낵에서 말했다 동기들이랑 회랑 소주를 먹었다 술이 비쌌다,,
2022-12-17,2022년 12월 17일 17시 49분에 낙원스낵에서 말했다 동기들이랑 회랑 소주를 먹었다 술이 비쌌다,,
2022-12-17,2022년 12월 17일 17시 49분에 낙원스낵에서 말했다 동기들이랑 회랑 소주를 먹었다 술이 비쌌다,,
2022-12-17,2022년 12월 17일 17시 49분에 낙원스낵에서 말했다 동기들이랑 회랑 소주를 먹었다 술이 비쌌다,,
2022-12-17,2022년 12월 17일 03시 55분에 와플대학에서 말했다 기말고사가 코앞이다 오늘 소프트웨어공학 수업이 너무 힘들었다,,
2022-12-17,2022년 12월 17일 03시 55분에 와플대학에서 말했다 기말고사가 코앞이다 오늘 소프트웨어공학 수업이 너무 힘들었다,,
2022-12-17,2022년 12월 17일 03시 55분에 와플대학에서 말했다 기말고사가 코앞이다 오늘 소프트웨어공학 수업이 너무 힘들었다,,
2022-12-17,2022년 12월 17일 03시 55분에 와플대학에서 말했다 기말고사가 코앞이다 오늘 소프트웨어공학 수업이 너무 힘들었다,,
2022-12-17,2022년 12월 17일 03시 55분에 와플대학에서 말했다 기말고사가 코앞이다 오늘 소프트웨어공학 수업이 너무 힘들었다,,
2022-12-17,2022년 12월 17일 03시 55분에 와플대학에서 말했다 기말고사가 코앞이다 오늘 소프트웨어공학 수업이 너무 힘들었다,,
2022-12-18,2022년 12월 18일 05시 18분에 갈십리에서 말했다 떡볶이를 먹었다 떡이 딱딱했다,,
2022-12-18,2022년 12월 18일 05시 18분에 갈십리에서 말했다 떡볶이를 먹었다 떡이 딱딱했다,,
2022-12-18,2022년 12월 18일 05시 18분에 갈십리에서 말했다 떡볶이를 먹었다 떡이 딱딱했다,,
2022-12-18,2022년 12월 18일 05시 18분에 갈십리에서 말했다 떡볶이를 먹었다 떡이 딱딱했다,,
2022-12-18,2022년 12월 18일 05시 18분에 갈십리에서 말했다 떡볶이를 먹었다 떡이 딱딱했다,,
2022-12-18,2022년 12월 18일 05시 18분에 갈십리에서 말했다 떡볶이를 먹었다 떡이 딱딱했다,,
2022-12-18,2022년 12월 18일 01시 43분에 정통집에서 말했다 석철이랑 제육볶음 먹었다 맛있었다,,
2022-12-18,2022년 12월 18일 01시 43분에 정통집에서 말했다 석철이랑 제육볶음 먹었다 맛있었다,,
2022-12-18,2022년 12월 18일 01시 43분에 정통집에서 말했다 석철이랑 제육볶음 먹었다 맛있었다,,
2022-12-18,2022년 12월 18일 01시 43분에 정통집에서 말했다 석철이랑 제육볶음 먹었다 맛있었다,,
2022-12-18,2022년 12월 18일 01시 43분에 정통집에서 말했다 석철이랑 제육볶음 먹었다 맛있었다,,
2022-12-18,2022년 12월 18일 01시 43분에 정통집에서 말했다 석철이랑 제육볶음 먹었다 맛있었다,,
2022-12-18,2022년 12월 18일 01시 43분에 정통집에서 말했다 석철이랑 제육볶음 먹었다 맛있었다,,
2022-12-18,2022년 12월 18일 06시 58분에 히토리우동에서 말했다 야채곱창을 먹었는데 오늘은 맛이 없었다,,
2022-12-18,2022년 12월 18일 06시 58분에 히토리우동에서 말했다 야채곱창을 먹었는데 오늘은 맛이 없었다,,
2022-12-18,2022년 12월 18일 06시 58분에 히토리우동에서 말했다 야채곱창을 먹었는데 오늘은 맛이 없었다,,
2022-12-18,2022년 12월 18일 06시 58분에 히토리우동에서 말했다 야채곱창을 먹었는데 오늘은 맛이 없었다,,
2022-12-18,2022년 12월 18일 06시 58분에 히토리우동에서 말했다 야채곱창을 먹었는데 오늘은 맛이 없었다,,
2022-12-19,2022년 12월 19일 06시 58분에 히토리우동에서 말했다 야채곱창을 먹었는데 오늘은 맛이 없었다,,
2022-12-19,2022년 12월 19일 13시 00분에 스시도쿠에서 말했다 동기들이랑 회랑 소주를 먹었다 술이 비쌌다,,
2022-12-19,2022년 12월 19일 13시 00분에 스시도쿠에서 말했다 동기들이랑 회랑 소주를 먹었다 술이 비쌌다,,
2022-12-19,2022년 12월 19일 13시 00분에 스시도쿠에서 말했다 동기들이랑 회랑 소주를 먹었다 술이 비쌌다,,
2022-12-19,2022년 12월 19일 13시 00분에 스시도쿠에서 말했다 동기들이랑 회랑 소주를 먹었다 술이 비쌌다,,
2022-12-19,2022년 12월 19일 13시 00분에 스시도쿠에서 말했다 동기들이랑 회랑 소주를 먹었다 술이 비쌌다,,
2022-12-19,2022년 12월 19일 13시 00분에 스시도쿠에서 말했다 동기들이랑 회랑 소주를 먹었다 술이 비쌌다,,
2022-12-19,2022년 12월 19일 02시 12분에 띵똥와플에서 말했다 딸기빙수를 먹었다 빙수 얼음이 녹았다,,
2022-12-19,2022년 12월 19일 02시 12분에 띵똥와플에서 말했다 딸기빙수를 먹었다 빙수 얼음이 녹았다,,
2022-12-19,2022년 12월 19일 02시 12분에 띵똥와플에서 말했다 딸기빙수를 먹었다 빙수 얼음이 녹았다,,
2022-12-19,2022년 12월 19일 02시 12분에 띵똥와플에서 말했다 딸기빙수를 먹었다 빙수 얼음이 녹았다,,
2022-12-19,2022년 12월 19일 02시 12분에 띵똥와플에서 말했다 딸기빙수를 먹었다 빙수 얼음이 녹았다,,
2022-12-20,2022년 12월 20일 08시 48분에 와플대학에서 말했다 딸기와플을 먹었다 저렴하고 맛있었다,,
2022-12-20,2022년 12월 20일 08시 48분에 와플대학에서 말했다 딸기와플을 먹었다 저렴하고 맛있었다,,
2022-12-20,2022년 12월 20일 08시 48분에 와플대학에서 말했다 딸기와플을 먹었다 저렴하고 맛있었다,,
2022-12-20,2022년 12월 20일 08시 48분에 와플대학에서 말했다 딸기와플을 먹었다 저렴하고 맛있었다,,
2022-12-20,2022년 12월 20일 08시 48분에 와플대학에서 말했다 딸기와플을 먹었다 저렴하고 맛있었다,,
2022-12-20,2022년 12월 20일 08시 48분에 와플대학에서 말했다 딸기와플을 먹었다 저렴하고 맛있었다,,
2022-12-20,2022년 12월 20일 00시 53분에 끄트머리집에서 말했다 기말고사가 코앞이다 오늘 소프트웨어공학 수업이 너무 힘들었다,,
2022-12-20,2022년 12월 20일 00시 53분에 끄트머리집에서 말했다 기말고사가 코앞이다 오늘 소프트웨어공학 수업이 너무 힘들었다,,
2022-12-20,2022년 12월 20일 00시 53분에 끄트머리집에서 말했다 기말고사가 코앞이다 오늘 소프트웨어공학 수업이 너무 힘들었다,,
2022-12-20,2022년 12월 20일 00시 53분에 끄트머리집에서 말했다 기말고사가 코앞이다 오늘 소프트웨어공학 수업이 너무 힘들었다,,
2022-12-20,2022년 12월 20일 00시 53분에 끄트머리집에서 말했다 기말고사가 코앞이다 오늘 소프트웨어공학 수업이 너무 힘들었다,,
2022-12-20,2022년 12월 20일 00시 53분에 끄트머리집에서 말했다 기말고사가 코앞이다 오늘 소프트웨어공학 수업이 너무 힘들었다,,
2022-12-20,2022년 12월 20일 02시 17분에 엘루이피자에서 말했다 가게 사장님이 대통령 표창장을 받았다 고기는 맛이 없었다,,
2022-12-20,2022년 12월 20일 02시 17분에 엘루이피자에서 말했다 가게 사장님이 대통령 표창장을 받았다 고기는 맛이 없었다,,
2022-12-20,2022년 12월 20일 02시 17분에 엘루이피자에서 말했다 가게 사장님이 대통령 표창장을 받았다 고기는 맛이 없었다,,
2022-12-20,2022년 12월 20일 02시 17분에 엘루이피자에서 말했다 가게 사장님이 대통령 표창장을 받았다 고기는 맛이 없었다,,
2022-12-20,2022년 12월 20일 02시 17분에 엘루이피자에서 말했다 가게 사장님이 대통령 표창장을 받았다 고기는 맛이 없었다,,
2022-12-20,2022년 12월 20일 02시 17분에 엘루이피자에서 말했다 가게 사장님이 대통령 표창장을 받았다 고기는 맛이 없었다,,
2022-12-20,2022년 12월 20일 15시 05분에 일락라멘에서 말했다 싸이버거를 먹었다 치킨이 맛있었다,,
2022-12-20,2022년 12월 20일 15시 05분에 일락라멘에서 말했다 싸이버거를 먹었다 치킨이 맛있었다,,
2022-12-20,2022년 12월 20일 15시 05분에 일락라멘에서 말했다 싸이버거를 먹었다 치킨이 맛있었다,,
2022-12-20,2022년 12월 20일 15시 05분에 일락라멘에서 말했다 싸이버거를 먹었다 치킨이 맛있었다,,
2022-12-20,2022년 12월 20일 15시 05분에 일락라멘에서 말했다 싸이버거를 먹었다 치킨이 맛있었다,,
2022-12-20,2022년 12월 20일 15시 05분에 일락라멘에서 말했다 싸이버거를 먹었다 치킨이 맛있었다,,
2022-12-21,2022년 12월 21일 17시 29분에 히토리우동에서 말했다 제육볶음을 먹었다 양파가 많았다,,
2022-12-21,2022년 12월 21일 17시 29분에 히토리우동에서 말했다 제육볶음을 먹었다 양파가 많았다,,
2022-12-21,2022년 12월 21일 17시 29분에 히토리우동에서 말했다 제육볶음을 먹었다 양파가 많았다,,
2022-12-21,2022년 12월 21일 17시 29분에 히토리우동에서 말했다 제육볶음을 먹었다 양파가 많았다,,
2022-12-21,2022년 12월 21일 17시 29분에 히토리우동에서 말했다 제육볶음을 먹었다 양파가 많았다,,
2022-12-21,2022년 12월 21일 17시 29분에 히토리우동에서 말했다 제육볶음을 먹었다 양파가 많았다,,
2022-12-21,2022년 12월 21일 18시 20분에 설빙에서 말했다 딸기빙수를 먹었다 빙수 얼음이 녹았다,,
2022-12-21,2022년 12월 21일 18시 20분에 설빙에서 말했다 딸기빙수를 먹었다 빙수 얼음이 녹았다,,
